Shimmer_8663_TimestampSync_Unix_CAL,Shimmer_8663_Accel_LN_X_LPF_CAL,Shimmer_8663_Accel_LN_Y_LPF_CAL,Shimmer_8663_Accel_LN_Z_LPF_CAL,Shimmer_8663_ECGtoHR_LA_RA_LPF_CAL,Shimmer_8663_ECGtoHR_LL_LA_LPF_CAL,Shimmer_8663_ECGtoHR_LL_RA_LPF_CAL
ms,m/(s^2),m/(s^2),m/(s^2),BPM,BPM,BPM
1.71E+12,2.511890513,10.68873037,4.678132543,80.12858641,79.54627612,80.58766414
1.71E+12,2.511332942,10.68964181,4.676767772,80.10695038,79.43002785,80.55471527
1.71E+12,2.510808605,10.69053208,4.675431838,80.08521568,79.31336764,80.52164964
1.71E+12,2.510319892,10.69139984,4.674127502,80.06340397,79.19641237,80.48850038
1.71E+12,2.509869162,10.69224377,4.672857481,80.04153709,79.07927974,80.45530085
1.71E+12,2.509458738,10.69306263,4.671624454,80.01963705,78.96208793,80.42208454
1.71E+12,2.509090915,10.69385523,4.670431046,79.99772595,78.8449553,80.38888501
1.71E+12,2.508767933,10.69462044,4.669279806,79.9758259,78.72800002,80.35573575
1.71E+12,2.508491959,10.69535718,4.668173195,79.95395902,78.61133981,80.32267012
1.71E+12,2.50826508,10.69606442,4.667113585,79.93214731,78.49509325,80.28972125
1.71E+12,2.508089307,10.69674122,4.666103275,79.91041262,78.37937978,80.25692195
1.71E+12,2.507966564,10.69738668,4.665144474,79.88877659,78.26431783,80.22430462
1.71E+12,2.507898663,10.69799998,4.664239292,79.86726059,78.1500245,80.19190116
1.71E+12,2.507887308,10.69858037,4.663389764,79.84588568,78.03661532,80.15974289
1.71E+12,2.5079341,10.69912717,4.662597828,79.82467251,77.92420396,80.12786047
1.71E+12,2.508040513,10.69963978,4.661865287,79.80364129,77.81290197,80.0962838
1.71E+12,2.508207885,10.70011769,4.661193817,79.78281177,77.70281858,80.06504196
1.71E+12,2.508437411,10.70056045,4.660584968,79.76220312,77.5940604,80.03416314
1.71E+12,2.508730133,10.7009677,4.660040164,79.74183393,77.48673128,80.00367456
1.71E+12,2.509086938,10.70133916,4.659560692,79.72172216,77.38093207,79.97360239
1.71E+12,2.509508535,10.7016746,4.6591477,79.70188509,77.27676041,79.94397174
1.71E+12,2.509995462,10.70197386,4.65880219,79.68233925,77.17431063,79.91480652
1.71E+12,2.510548087,10.70223688,4.658525011,79.66310044,77.07367353,79.88612946
1.71E+12,2.511166607,10.70246365,4.65831687,79.64418364,76.97493629,79.85796203
1.71E+12,2.511851038,10.70265424,4.658178324,79.62560302,76.87818233,79.83032439
1.71E+12,2.51260122,10.70280882,4.658109776,79.60737188,76.78349121,79.80323538
1.71E+12,2.513416811,10.7029276,4.658111479,79.58950263,76.69093854,79.77671244
1.71E+12,2.514297284,10.70301088,4.658183546,79.5720068,76.60059593,79.75077164
1.71E+12,2.515241926,10.703059,4.658325948,79.55489498,76.51253091,79.72542762
1.71E+12,2.51624984,10.7030724,4.658538517,79.53817681,76.42680693,79.70069356
1.71E+12,2.517319946,10.70305154,4.658820947,79.52186101,76.3434833,79.67658121
1.71E+12,2.518450979,10.70299696,4.659172788,79.50595532,76.26261524,79.65310086
1.71E+12,2.519641502,10.70290925,4.659593458,79.49046653,76.18425381,79.63026133
1.71E+12,2.520889906,10.70278906,4.660082247,79.47540046,76.10844603,79.60807
1.71E+12,2.522194418,10.7026371,4.660638329,79.46076196,76.03523485,79.58653278
1.71E+12,2.523553103,10.70245413,4.66126075,79.44655496,75.96465923,79.56565418
1.71E+12,2.524963869,10.70224094,4.661948436,79.43278241,75.8967542,79.54543727
1.71E+12,2.526424467,10.70199836,4.662700207,79.41944634,75.83155094,79.52588373
1.71E+12,2.527932489,10.70172726,4.663514768,79.40654787,75.76907686,79.50699391
1.71E+12,2.529485373,10.70142854,4.664390731,79.39408721,75.7093557,79.48876679
1.71E+12,2.531080428,10.70110312,4.66532662,79.38206371,75.65240762,79.47120009
1.71E+12,2.532714845,10.70075193,4.666320864,79.37047585,75.59824933,79.45429025
1.71E+12,2.534385696,10.70037593,4.667371803,79.35932129,75.54689421,79.43803253
1.71E+12,2.536089939,10.69997609,4.668477701,79.3485969,75.49835241,79.42242101
1.71E+12,2.537824439,10.6995534,4.66963676,79.33829877,75.45263098,79.40744867
1.71E+12,2.53958596,10.69910886,4.670847131,79.32842228,75.40973403,79.39310743
1.71E+12,2.541371189,10.69864346,4.672106904,79.3189621,75.36966284,79.37938822
1.71E+12,2.543176741,10.69815821,4.673414116,79.30991223,75.33241597,79.366281
1.71E+12,2.544999169,10.69765413,4.674766763,79.30126606,75.29798945,79.35377487
1.71E+12,2.546834969,10.6971322,4.676162803,79.29301641,75.26637685,79.34185811
1.71E+12,2.548680605,10.69659343,4.67760016,79.28515553,75.23756947,79.33051823
1.71E+12,2.550532519,10.69603877,4.679076753,79.27767519,75.21155642,79.31974205
1.71E+12,2.552387133,10.69546918,4.680590497,79.27056669,75.18832476,79.30951576
1.71E+12,2.554240856,10.69488562,4.682139291,79.26382092,75.16785963,79.29982498
1.71E+12,2.556090108,10.69428902,4.683721032,79.25742841,75.15014435,79.29065482
1.71E+12,2.557931343,10.69368031,4.685333623,79.25137932,75.13516055,79.28198998
1.71E+12,2.559761056,10.69306037,4.686974971,79.24566356,75.12288823,79.27381474
1.71E+12,2.561575791,10.69243009,4.688642997,79.24027078,75.1133059,79.26611312
1.71E+12,2.563372154,10.69179033,4.690335642,79.23519041,75.10639065,79.25886885
1.71E+12,2.565146815,10.69114194,4.692050864,79.23041173,75.10211823,79.25206548
1.71E+12,2.566896535,10.69048576,4.693786648,79.2259239,75.1004631,79.24568645
1.71E+12,2.568618168,10.68982258,4.695541002,79.22171598,75.10139855,79.23971511
1.71E+12,2.570308651,10.68915318,4.697311973,79.21777698,75.10489671,79.23413477
1.71E+12,2.571965037,10.68847832,4.699097651,79.21409592,75.11092858,79.22892881
1.71E+12,2.573584517,10.68779874,4.700896148,79.21066181,75.11946412,79.22408067
1.71E+12,2.575164412,10.6871152,4.702705633,79.20746374,75.13047227,79.21957392
1.71E+12,2.576702185,10.68642842,4.704524328,79.20449087,75.14392091,79.21539233
1.71E+12,2.578195451,10.6857391,4.706350507,79.20173248,75.15977697,79.21151985
1.71E+12,2.579641981,10.68504792,4.708182487,79.19917801,75.17800636,79.20794072
1.71E+12,2.581039705,10.68435552,4.710018648,79.19681704,75.198574,79.20463946
1.71E+12,2.582386715,10.68366253,4.711857427,79.19463936,75.2214438,79.20160091
1.71E+12,2.583681265,10.6829696,4.713697311,79.19263499,75.24657868,79.19881028
